Source Of Data,Period,Division,Business Unit,BWN,Entity,CostElement,Currency,CurrencyType,Scenario,Measure,Value
Manual Input,2022.07,PS,P00021,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,85508
Manual Input,2022.07,PS,P00026,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,18458
Manual Input,2022.07,PS,P00054,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,146131
Manual Input,2022.07,PS,P00055,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,30567
Manual Input,2022.07,PS,P00068,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,109191
Manual Input,2022.07,PS,P00085,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,17344
Manual Input,2022.07,PS,P00086,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,13502
Manual Input,2022.07,PS,P00091,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,84028
Manual Input,2022.07,PS,P00220,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,42873
Manual Input,2022.07,PS,P00258,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,357060
Manual Input,2022.07,PS,P00260,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,202336
Manual Input,2022.07,PS,P00280,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,459536
Manual Input,2022.07,PS,P00281,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,277060
Manual Input,2022.07,PS,P00282,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,22454
Manual Input,2022.07,PS,P00283,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,41768
Manual Input,2022.07,PS,P00284,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,171740
Manual Input,2022.07,PS,P00294,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,85998
Manual Input,2022.07,PS,P00295,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,54155
Manual Input,2022.07,PS,P00311,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,23895
Manual Input,2022.07,PS,P00460,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-83
Manual Input,2022.07,PS,P00541,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,43000
Manual Input,2022.07,PS,P00579,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,48991
Manual Input,2022.07,PS,P00580,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,181046
Manual Input,2022.07,PS,P00581,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,24380
Manual Input,2022.07,PS,P00586,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,147528
Manual Input,2022.07,PS,P00594,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,6482
Manual Input,2022.07,PS,P00932,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,42876
Manual Input,2022.07,PS,P00933,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,65881
Manual Input,2022.07,PS,P00937,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-13
Manual Input,2022.07,PS,P00200,682,VHIT,1426210000,EUR,CompanyCodeCurrency,Actual,Value,69154.1
Manual Input,2022.08,PS,P00260,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,164.27
Manual Input,2022.08,PS,Y00071,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,-164.27
Manual Input,2022.08,PS,P00200,555,BARP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-10130
Manual Input,2022.08,PS,P00200,65B,BIDP1,1426210000,INR,CompanyCodeCurrency,Actual,Value,-29400
Manual Input,2022.08,PS,P00200,RO1,BLJPPS,1426210000,RON,CompanyCodeCurrency,Actual,Value,110761
Manual Input,2022.08,PS,P00200,685,CTP,1426210000,BRL,CompanyCodeCurrency,Actual,Value,104331.95
Manual Input,2022.08,PS,P00026,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-673.59
Manual Input,2022.08,PS,P00085,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,62316.93
Manual Input,2022.08,PS,P00260,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,91476.88
Manual Input,2022.08,PS,P00283,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,3070.84
Manual Input,2022.08,PS,P00310,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-5392.31
Manual Input,2022.08,PS,P00311,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,13363.53
Manual Input,2022.08,PS,P00581,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-173.78
Manual Input,2022.08,PS,P00586,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-20533.74
Manual Input,2022.08,PS,S01040,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-16773
Manual Input,2022.08,PS,Y00071,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-808
Manual Input,2022.08,PS,P00937,89,HIPPS,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-17575
Manual Input,2022.08,PS,P00200,15,HoP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-51277.6
Manual Input,2022.08,PS,P00021,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-1
Manual Input,2022.08,PS,P00055,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-15
Manual Input,2022.08,PS,P00068,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-13
Manual Input,2022.08,PS,P00281,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-18
Manual Input,2022.08,PS,P00284,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-20
Manual Input,2022.08,PS,P00479,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-7
Manual Input,2022.08,PS,P00292,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,5204.22
Manual Input,2022.08,PS,P00403,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,8106.32
Manual Input,2022.08,PS,P00404,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-118.69
Manual Input,2022.08,PS,P00450,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,4667.27
Manual Input,2022.08,PS,P00479,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,6360.36
Manual Input,2022.08,PS,P00200,539,KRPS_WOP,1426210000,KRW,CompanyCodeCurrency,Actual,Value,44489368
Manual Input,2022.08,PS,P00021,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,4522
Manual Input,2022.08,PS,P00055,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,19490
Manual Input,2022.08,PS,P00068,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,5735
Manual Input,2022.08,PS,P00091,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,3004
Manual Input,2022.08,PS,P00220,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,2214
Manual Input,2022.08,PS,P00290,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,735
Manual Input,2022.08,PS,P00581,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,1839
Manual Input,2022.08,PS,P00010,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,97126
Manual Input,2022.08,PS,P00011,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,25983
Manual Input,2022.08,PS,P00020,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,101643
Manual Input,2022.08,PS,P00021,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,101221
Manual Input,2022.08,PS,P00026,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,21157
Manual Input,2022.08,PS,P00054,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,137516
Manual Input,2022.08,PS,P00055,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,30744
Manual Input,2022.08,PS,P00068,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,104923
Manual Input,2022.08,PS,P00085,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,16790
Manual Input,2022.08,PS,P00086,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,8405
Manual Input,2022.08,PS,P00091,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,69684
Manual Input,2022.08,PS,P00220,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,38969
Manual Input,2022.08,PS,P00258,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,332339
Manual Input,2022.08,PS,P00260,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,137577
Manual Input,2022.08,PS,P00280,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,405261
Manual Input,2022.08,PS,P00281,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,222208
Manual Input,2022.08,PS,P00282,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,27990
Manual Input,2022.08,PS,P00283,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,43584
Manual Input,2022.08,PS,P00284,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,148313
Manual Input,2022.08,PS,P00294,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,69602
Manual Input,2022.08,PS,P00295,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,44987
Manual Input,2022.08,PS,P00311,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,25225
Manual Input,2022.08,PS,P00460,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,800
Manual Input,2022.08,PS,P00541,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,35668
Manual Input,2022.08,PS,P00579,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,30662
Manual Input,2022.08,PS,P00580,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,139999
Manual Input,2022.08,PS,P00581,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,24522
Manual Input,2022.08,PS,P00586,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,120598
Manual Input,2022.08,PS,P00594,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,7691
Manual Input,2022.08,PS,P00932,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,42027
Manual Input,2022.08,PS,P00933,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,39088
Manual Input,2022.08,PS,P00937,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,120
Manual Input,2022.08,PS,P00200,682,VHIT,1426210000,EUR,CompanyCodeCurrency,Actual,Value,89508.48
Manual Input,2022.09,PS,P00260,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,157.8
Manual Input,2022.09,PS,Y00071,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,-157.8
Manual Input,2022.09,PS,P00200,555,BARP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-9984
Manual Input,2022.09,PS,P00200,685,CTP,1426210000,BRL,CompanyCodeCurrency,Actual,Value,215440.79
Manual Input,2022.09,PS,P00026,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-7682.64
Manual Input,2022.09,PS,P00085,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-45052.79
Manual Input,2022.09,PS,P00260,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,27632.54
Manual Input,2022.09,PS,P00283,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-1671.4
Manual Input,2022.09,PS,P00310,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-1846.1
Manual Input,2022.09,PS,P00311,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-2899.29
Manual Input,2022.09,PS,P00581,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-7.3
Manual Input,2022.09,PS,P00586,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-4282.07
Manual Input,2022.09,PS,S01040,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-20557
Manual Input,2022.09,PS,Y00071,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-164
Manual Input,2022.09,PS,P00937,89,HIPPS,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-285920.05
Manual Input,2022.09,PS,P00292,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,7341.41
Manual Input,2022.09,PS,P00403,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,11027.28
Manual Input,2022.09,PS,P00404,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-71.43
Manual Input,2022.09,PS,P00450,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,6349.04
Manual Input,2022.09,PS,P00479,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,8651.72
Manual Input,2022.09,PS,P00200,539,KRPS_WOP,1426210000,KRW,CompanyCodeCurrency,Actual,Value,50407239
Manual Input,2022.09,PS,P00021,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,6941
Manual Input,2022.09,PS,P00055,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,31174
Manual Input,2022.09,PS,P00068,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,3101
Manual Input,2022.09,PS,P00091,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,4971
Manual Input,2022.09,PS,P00220,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,3134
Manual Input,2022.09,PS,P00290,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,1558
Manual Input,2022.09,PS,P00581,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,2622
Manual Input,2022.09,PS,P00594,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,3391
Manual Input,2022.09,PS,P00010,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,97126
Manual Input,2022.09,PS,P00011,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,25983
Manual Input,2022.09,PS,P00020,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,101643
Manual Input,2022.09,PS,P00021,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,101221
Manual Input,2022.09,PS,P00026,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,21157
Manual Input,2022.09,PS,P00054,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,137516
Manual Input,2022.09,PS,P00055,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,30744
Manual Input,2022.09,PS,P00068,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,104923
Manual Input,2022.09,PS,P00085,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,16790
Manual Input,2022.09,PS,P00086,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,8405
Manual Input,2022.09,PS,P00091,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,69684
Manual Input,2022.09,PS,P00220,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,38969
Manual Input,2022.09,PS,P00258,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,332339
Manual Input,2022.09,PS,P00260,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,137577
Manual Input,2022.09,PS,P00280,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,405261
Manual Input,2022.09,PS,P00281,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,222208
Manual Input,2022.09,PS,P00282,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,27990
Manual Input,2022.09,PS,P00283,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,43584
Manual Input,2022.09,PS,P00284,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,148313
Manual Input,2022.09,PS,P00294,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,69602
Manual Input,2022.09,PS,P00295,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,44987
Manual Input,2022.09,PS,P00311,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,25225
Manual Input,2022.09,PS,P00460,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,800
Manual Input,2022.09,PS,P00541,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,35668
Manual Input,2022.09,PS,P00579,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,30662
Manual Input,2022.09,PS,P00580,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,139999
Manual Input,2022.09,PS,P00581,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,24522
Manual Input,2022.09,PS,P00586,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,120598
Manual Input,2022.09,PS,P00594,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,7691
Manual Input,2022.09,PS,P00932,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,42027
Manual Input,2022.09,PS,P00933,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,39088
Manual Input,2022.09,PS,P00937,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,120
Manual Input,2022.09,PS,P00200,682,VHIT,1426210000,EUR,CompanyCodeCurrency,Actual,Value,45634.02
Manual Input,2022.1,PS,P00260,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,149.18
Manual Input,2022.1,PS,Y00071,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,-149.18
Manual Input,2022.1,PS,P00200,555,BARP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,57.14
Manual Input,2022.1,PS,P00200,685,CTP,1426210000,BRL,CompanyCodeCurrency,Actual,Value,65197.39
Manual Input,2022.1,PS,P00026,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,58649.86
Manual Input,2022.1,PS,P00085,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-332123.19
Manual Input,2022.1,PS,P00260,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,642737.98
Manual Input,2022.1,PS,P00283,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-10511.09
Manual Input,2022.1,PS,P00310,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,55601.43
Manual Input,2022.1,PS,P00311,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,26855.95
Manual Input,2022.1,PS,P00581,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,3265.71
Manual Input,2022.1,PS,P00586,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,75152
Manual Input,2022.1,PS,S01040,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-26187
Manual Input,2022.1,PS,P00937,89,HIPPS,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-142370.31
Manual Input,2022.1,PS,P00021,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,3
Manual Input,2022.1,PS,P00055,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,1549
Manual Input,2022.1,PS,P00068,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-249
Manual Input,2022.1,PS,P00281,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-639
Manual Input,2022.1,PS,P00284,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-989
Manual Input,2022.1,PS,P00479,87,NuP1,1426210000,EUR,CompanyCodeCurrency,Actual,Value,326
Manual Input,2022.1,PS,P00292,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,11880.41
Manual Input,2022.1,PS,P00403,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,17820.61
Manual Input,2022.1,PS,P00404,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,9605.32
Manual Input,2022.1,PS,P00450,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,10266.98
Manual Input,2022.1,PS,P00479,983,EFPS_P,1426210000,EUR,CompanyCodeCurrency,Actual,Value,14049.52
Manual Input,2022.1,PS,P00200,539,KRPS_WOP,1426210000,KRW,CompanyCodeCurrency,Actual,Value,49397914
Manual Input,2022.1,PS,P00021,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,2380
Manual Input,2022.1,PS,P00055,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,12511
Manual Input,2022.1,PS,P00068,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,3973
Manual Input,2022.1,PS,P00091,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,-1686
Manual Input,2022.1,PS,P00220,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,665
Manual Input,2022.1,PS,P00290,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,649
Manual Input,2022.1,PS,P00581,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,587
Manual Input,2022.1,PS,P00594,615,SLPP,1426210000,USD,CompanyCodeCurrency,Actual,Value,1228
Manual Input,2022.1,PS,P00010,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,762482
Manual Input,2022.1,PS,P00011,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,275085
Manual Input,2022.1,PS,P00020,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-346724
Manual Input,2022.1,PS,P00021,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-425787
Manual Input,2022.1,PS,P00026,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-86826
Manual Input,2022.1,PS,P00054,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,1000848
Manual Input,2022.1,PS,P00055,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-124742
Manual Input,2022.1,PS,P00068,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-186519
Manual Input,2022.1,PS,P00085,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,169242
Manual Input,2022.1,PS,P00086,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,92687
Manual Input,2022.1,PS,P00091,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-127994
Manual Input,2022.1,PS,P00220,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-150406
Manual Input,2022.1,PS,P00258,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-1284223
Manual Input,2022.1,PS,P00260,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,1133244
Manual Input,2022.1,PS,P00280,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,2699171
Manual Input,2022.1,PS,P00281,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-759214
Manual Input,2022.1,PS,P00282,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-107351
Manual Input,2022.1,PS,P00283,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-140273
Manual Input,2022.1,PS,P00284,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-549281
Manual Input,2022.1,PS,P00294,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-266345
Manual Input,2022.1,PS,P00295,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-174175
Manual Input,2022.1,PS,P00311,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-102271
Manual Input,2022.1,PS,P00460,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,1083
Manual Input,2022.1,PS,P00541,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,265267
Manual Input,2022.1,PS,P00579,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-40042
Manual Input,2022.1,PS,P00580,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-293691
Manual Input,2022.1,PS,P00581,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-38027
Manual Input,2022.1,PS,P00586,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-455745
Manual Input,2022.1,PS,P00594,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,-8317
Manual Input,2022.1,PS,P00932,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,1786499
Manual Input,2022.1,PS,P00933,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,391907
Manual Input,2022.1,PS,P00937,566,UAESPS_WOP,1426210000,CNY,CompanyCodeCurrency,Actual,Value,2405
Manual Input,2022.11,PS,P00260,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,159.83
Manual Input,2022.11,PS,Y00071,982,ADP,1426210000,USD,CompanyCodeCurrency,Actual,Value,-159.83
Manual Input,2022.11,PS,P00200,555,BARP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-9748
Manual Input,2022.11,PS,P00200,685,CTP,1426210000,BRL,CompanyCodeCurrency,Actual,Value,79810.12
Manual Input,2022.11,PS,S01040,816,EE_WOP,1426210000,EUR,CompanyCodeCurrency,Actual,Value,-21346
